	n	time	time1	t2/t1
130	130	0.0008	0.0007272727272727273	0.9090909090909092
131	131	0.0010003000000000002	0.0009093636363636365	0.9090909090909091
132	132	0.001002	0.000910909090909091	0.9090909090909092
133	133	0.0004001	0.00045463636363636366	1.1363068323828134
134	134	0.0008002	0.0007274545454545455	0.9090909090909091
135	135	0.0	9.090909090909092e-05	inf
136	136	0.0002001	0.00027281818181818185	1.3634092044886648
137	137	0.00030010000000000003	0.00027281818181818185	0.9090909090909091
138	138	0.0	9.090909090909092e-05	inf
139	139	0.00030000000000000003	0.00027272727272727274	0.9090909090909091
140	140	0.00030010000000000003	0.00027281818181818185	0.9090909090909091
141	141	0.0	0.0	
142	142	9.990000000000002e-05	9.081818181818183e-05	0.9090909090909091
143	143	0.0	0.0	
144	144	0.00030010000000000003	0.00036381818181818184	1.212323165005604
145	145	0.0002	0.00027272727272727274	1.3636363636363635
146	146	0.0001001	0.00018199999999999998	1.8181818181818181
147	147	0.0002003	0.000273	1.362955566650025
148	148	0.00030010000000000003	0.00027281818181818185	0.9090909090909091
149	149	0.00020020000000000004	0.00027290909090909096	1.3631822722731815
150	150	0.00030010000000000003	0.00027281818181818185	0.9090909090909091
151	151	0.0003011	0.0002737272727272727	0.9090909090909091
152	152	0.0001993	0.0002709090909090909	1.3593030150982988
153	153	0.0002	0.00018181818181818183	0.9090909090909092
154	154	0.00040150000000000006	0.00045609090909090914	1.1359673949960376
155	155	0.0002001	0.00027281818181818185	1.3634092044886648
156	156	0.0001	0.00018181818181818183	1.8181818181818183
157	157	0.0002	0.00018181818181818183	0.9090909090909092
158	158	0.0002	0.00027272727272727274	1.3636363636363635
159	159	0.0002002	0.00018199999999999998	0.9090909090909091
160	160	0.00030010000000000003	0.00036372727272727273	1.212020235679016
161	161	0.00030000000000000003	0.00036363636363636367	1.2121212121212122
162	162	0.00030000000000000003	0.00027272727272727274	0.9090909090909091
163	163	0.00030000000000000003	0.00027272727272727274	0.9090909090909091
164	164	0.0003002	0.0002729090909090909	0.9090909090909092
165	165	0.0002001	0.00027281818181818185	1.3634092044886648
166	166	0.0003004	0.00036399999999999996	1.2117177097203728
167	167	0.00030010000000000003	0.00036372727272727273	1.212020235679016
168	168	0.00029989999999999997	0.00036354545454545456	1.2122222559034832
169	169	0.00030010000000000003	0.00036372727272727273	1.212020235679016
170	170	0.00030010000000000003	0.00036372727272727273	1.212020235679016
171	171	0.00030030000000000004	0.000273	0.9090909090909091
172	172	0.00030010000000000003	0.00036372727272727273	1.212020235679016
173	173	0.00030030000000000004	0.000273	0.9090909090909091
174	174	0.00030030000000000004	0.00036390909090909095	1.2118184845457574
175	175	0.0002	0.00018181818181818183	0.9090909090909092
176	176	0.00030010000000000003	0.00036372727272727273	1.212020235679016
177	177	0.00029989999999999997	0.00036354545454545456	1.2122222559034832
178	178	0.00030000000000000003	0.00036372727272727273	1.2124242424242424
179	179	0.00030010000000000003	0.00036372727272727273	1.212020235679016
180	180	0.00030000000000000003	0.00036363636363636367	1.2121212121212122
181	181	0.0004	0.00036363636363636367	0.9090909090909092
182	182	0.0004	0.00045472727272727277	1.136818181818182
183	183	0.0003999	0.00036354545454545456	0.9090909090909091
184	184	0.00020020000000000004	0.00027290909090909096	1.3631822722731815
185	185	0.0003045	0.0003677272727272727	1.2076429317808628
186	186	0.00040160000000000006	0.0004585454545454546	1.1417964505613907
187	187	0.00030010000000000003	0.00036363636363636367	1.211717306352428
188	188	0.00030010000000000003	0.00036381818181818184	1.212323165005604
189	189	0.00030020000000000003	0.00036381818181818184	1.2119193265095995
190	190	0.0003999	0.00045445454545454543	1.136420468753552
191	191	0.0004	0.00045454545454545455	1.1363636363636362
192	192	0.0005004	0.0005458181818181819	1.0907637526342564
193	193	0.0004002	0.0004548181818181819	1.1364772159374859
194	194	0.00030000000000000003	0.00036372727272727273	1.2124242424242424
195	195	0.00029989999999999997	0.00036363636363636367	1.2125253872502957
196	196	0.0005	0.00045454545454545455	0.9090909090909091
197	197	0.0	9.099999999999999e-05	inf
198	198	0.0001	0.00018181818181818183	1.8181818181818183
199	199	0.00039970000000000007	0.0004542727272727273	1.1365342188459526
200	200	0.0004	0.00036363636363636367	0.9090909090909092
201	201	0.0004002	0.0004548181818181819	1.1364772159374859
202	202	0.0004004000000000001	0.00045490909090909094	1.136136590682045
203	203	0.00030010000000000003	0.00036381818181818184	1.212323165005604
204	204	0.00030020000000000003	0.00036381818181818184	1.2119193265095995
205	205	0.0004002	0.00045472727272727277	1.1362500567897869
206	206	0.00030010000000000003	0.00027281818181818185	0.9090909090909091
207	207	0.0004002	0.00036381818181818184	0.9090909090909091
208	208	0.0004	0.00045463636363636366	1.136590909090909
209	209	0.0005002	0.00045472727272727277	0.9090909090909092
210	210	0.0002996	0.0003632727272727273	1.2125257919650445
211	211	0.0004002	0.00036381818181818184	0.9090909090909091
212	212	0.00030000000000000003	0.00036372727272727273	1.2124242424242424
213	213	0.00040170000000000006	0.00045609090909090914	1.1354018150134655
214	214	0.0004006	0.0004550909090909091	1.136023237870467
215	215	0.0003994	0.00045400000000000003	1.1367050575863797
216	216	0.0005011	0.0004555454545454545	0.9090909090909091
217	217	0.00039970000000000007	0.00036336363636363644	0.9090909090909092
218	218	0.0003995	0.00045409090909090914	1.1366480828308114
219	219	0.00039880000000000004	0.0004535454545454546	1.137275462751892
220	220	0.00030000000000000003	0.00036363636363636367	1.2121212121212122
221	221	0.0005008	0.0005449090909090909	1.0880772582050537
222	222	0.0005	0.0005454545454545455	1.0909090909090908
223	223	0.00030080000000000005	0.0003643636363636364	1.2113152804642167
224	224	0.0005001000000000001	0.0005455454545454546	1.0908727345440001
225	225	0.0003994	0.00045400000000000003	1.1367050575863797
226	226	0.0005966	0.0006332727272727272	1.0614695395117788
227	227	0.0002994	0.0003630909090909091	1.2127284872775854
228	228	0.0004988	0.0005443636363636363	1.091346504337683
229	229	0.0004995	0.0005456363636363637	1.0923650923650923
230	230	0.0004002	0.0004554545454545455	1.138067329971378
231	231	0.0004013	0.00045572727272727274	1.1356273927916092
232	232	0.00040070000000000004	0.00045518181818181817	1.1359666038977243
233	233	0.0003857	0.00044154545454545455	1.1447898743724516
234	234	0.0004001	0.0004581818181818182	1.1451682533911975
235	235	0.0004001	0.00045472727272727277	1.1365340483061053
236	236	0.0004001	0.0004554545454545455	1.1383517756924406
237	237	0.0005	0.0005454545454545455	1.0909090909090908
238	238	0.0005003	0.0005458181818181818	1.0909817745716208
239	239	0.0006001	0.0005455454545454546	0.9090909090909092
240	240	0.0003994	0.00045290909090909095	1.133973687804434
241	241	0.00030020000000000003	0.00036381818181818184	1.2119193265095995
242	242	0.0004990000000000001	0.0005450909090909091	1.0923665512843868
243	243	0.0005998	0.0006361818181818183	1.060656582497196
244	244	0.0005007	0.0005460909090909092	1.0906549013199704
245	245	0.0004984000000000001	0.0005433636363636364	1.0902159638114695
246	246	0.0005022000000000001	0.0005475454545454546	1.0902936171753377
247	247	0.0005	0.0005454545454545455	1.0909090909090908
248	248	0.0002997	0.00036463636363636364	1.2166712166712166
249	249	0.0005970000000000001	0.0006331818181818182	1.0606060606060606
250	250	0.000681	0.0007099090909090909	1.0424509411293552
251	251	0.0003995	0.0004536363636363637	1.1355102969621118
252	252	0.0001	0.00018181818181818183	1.8181818181818183
253	253	0.0006001	0.0006354545454545455	1.0589144233536836
254	254	0.0010026000000000002	0.0009114545454545456	0.9090909090909091
255	255	0.0009029000000000001	0.0009117272727272727	1.009776578499582
256	256	0.0009990000000000003	0.0009990909090909093	1.000091000091
257	257	0.0005014	0.0005467272727272727	1.090401421474417
258	258	0.0010056000000000002	0.001005636363636364	1.0000361611340134
259	259	0.0	9.099999999999999e-05	inf
260	260	0.0006939	0.0007217272727272728	1.0401027132544642
261	261	0.0005014	0.0005474545454545455	1.0918519055734852
262	262	0.0006134	0.0006363636363636363	1.0374366422622048
263	263	0.00019940000000000002	0.00027218181818181817	1.365004103218747
264	264	0.0008997	0.0009069999999999999	1.0081138157163498
265	265	0.0004963999999999999	0.0005422727272727273	1.0924108123946965
266	266	0.0005	0.0005454545454545455	1.0909090909090908
267	267	0.0007037	0.0007306363636363638	1.03827819189479
268	268	0.0005	0.0005455454545454546	1.0910909090909091
269	269	0.0007004000000000001	0.0007276363636363637	1.0388868698406104
270	270	0.0004967000000000001	0.0005425454545454546	1.0923000896828157
271	271	0.0006001	0.0006364545454545455	1.0605808122888611
272	272	0.00040070000000000004	0.00045518181818181817	1.1359666038977243
273	273	0.0005984	0.0006339090909090909	1.0593400583373844
274	274	0.00039970000000000007	0.0004542727272727273	1.1365342188459526
275	275	0.0006007	0.000637	1.060429498917929
276	276	0.0004002	0.0005462727272727273	1.3649993185225568
277	277	0.0003953	0.0005411818181818181	1.3690407745555733
278	278	0.0005983000000000001	0.0006348181818181818	1.0610365733213802
279	279	0.0005020000000000001	0.0005472727272727273	1.0901847156827236
280	280	0.00029840000000000004	0.00036281818181818187	1.2158786253960516
281	281	0.0004977	0.0005422727272727273	1.0895574186713428
282	282	0.0004968	0.0005425454545454545	1.092080222515005
283	283	0.00048269999999999997	0.0005291818181818182	1.0962954592538185
284	284	0.0004997000000000001	0.0005451818181818182	1.0910182473120236
285	285	0.0005002	0.0005456363636363637	1.090836392715641
286	286	0.0004958	0.0005403636363636363	1.0898822839121345
287	287	0.0005001000000000001	0.0005456363636363637	1.0910545163694534
288	288	0.0005015999999999999	0.000545090909090909	1.0867043642163259
289	289	0.0006000000000000001	0.0006363636363636364	1.0606060606060606
290	290	0.0005998	0.0006361818181818183	1.060656582497196
291	291	0.0003006	0.0004561818181818182	1.5175709187685236
292	292	0.0005974	0.000634	1.061265483762973
293	293	0.0005	0.0005457272727272727	1.0914545454545455
294	294	0.0006000000000000001	0.0006363636363636364	1.0606060606060606
295	295	0.0004001	0.00045463636363636366	1.1363068323828134
296	296	0.0005965	0.0006345454545454546	1.0637811476034444
297	297	0.0006972	0.0007248181818181817	1.0396129974443225
298	298	0.0002994	0.00045336363636363635	1.514240602416955
299	299	0.0005002	0.0005456363636363637	1.090836392715641
300	300	0.0006005	0.0006381818181818182	1.062750738021346
301	301	0.0006996000000000001	0.0007270909090909091	1.0392951816622484
302	302	0.0005	0.0005463636363636364	1.0927272727272728
303	303	0.0005012	0.0006382727272727273	1.2734890807516506
304	304	0.0005006	0.0005455454545454546	1.0897831692877638
305	305	0.0005011	0.0005464545454545454	1.0905099689773408
306	306	0.0005987	0.000725	1.2109570736595958
307	307	0.0005003000000000001	0.0005444545454545455	1.0882561372267547
308	308	0.0004912	0.000537	1.093241042345277
309	309	0.0006991	0.0007253636363636364	1.0375677819534206
310	310	0.0006001	0.0007273636363636364	1.2120707154868129
311	311	0.000601	0.0006373636363636363	1.060505218575102
312	312	0.0005983	0.0006348181818181818	1.0610365733213802
313	313	0.0004988	0.0005625454545454546	1.1277976233870382
314	314	0.0004996	0.0006360000000000001	1.2730184147317856
315	315	0.0005	0.0005454545454545455	1.0909090909090908
316	316	0.00048389999999999994	0.0005297272727272728	1.0947040147288134
317	317	0.0005004	0.0006446363636363636	1.2882421335658745
318	318	0.0005965	0.0006331818181818182	1.061495084965328
319	319	0.0004931	0.0005443636363636363	1.1039619476042108
320	320	0.0004988	0.0006352727272727273	1.2736020995844572
321	321	0.0005034	0.0005447272727272727	1.0820962906779354
322	322	0.0006975	0.000725	1.039426523297491
323	323	0.0005975	0.0006351818181818182	1.0630658044883985
324	324	0.0005996	0.0006360000000000001	1.0607071380920614
325	325	0.0006085	0.0006440909090909092	1.0584895794427431
326	326	0.0004995	0.0006348181818181818	1.2709072709072708
327	327	0.0005002	0.0006366363636363636	1.2727636218239977
328	328	0.0005987	0.0006351818181818182	1.0609350562582565
329	329	0.0005963	0.000633	1.0615462015763877
330	330	0.0006012	0.000637	1.0595475715236193
331	331	0.0004955000000000001	0.0005420000000000001	1.0938446014127143
332	332	0.0006007	0.0007279090909090909	1.2117680887449491
333	333	0.0007019	0.000729	1.0386094885311299
334	334	0.0006013	0.0006386363636363637	1.062092738460608
335	335	0.0006976	0.0007250909090909092	1.0394078398665556
336	336	0.0005005	0.0006363636363636363	1.2714558169103622
337	337	0.0005989000000000001	0.0007268181818181819	1.213588548702925
338	338	0.0005889000000000001	0.0007171818181818182	1.2178329396872443
339	339	0.0006016	0.0007288181818181818	1.2114663926499034
340	340	0.0006000000000000001	0.0007283636363636364	1.2139393939393939
341	341	0.0006965	0.0008150000000000001	1.1701363962670497
342	342	0.0006965000000000001	0.000724090909090909	1.0396136526789792
343	343	0.0005959	0.0006326363636363636	1.0616485377351295
344	344	0.0005515	0.0005922727272727273	1.0739306024890793
345	345	0.0006007	0.0007280000000000001	1.2119194273347762
346	346	0.0006018	0.0006380909090909091	1.0603039366748241
347	347	0.0006992	0.0008190909090909092	1.171468691491575
348	348	0.0004996	0.0005450909090909091	1.0910546619113473
349	349	0.0007985000000000001	0.0008168181818181818	1.0229407411624067
350	350	0.0004996	0.0005451818181818181	1.0912366256641677
351	351	0.0005996	0.0006367272727272727	1.0619200679240706
352	352	0.0007016	0.0007287272727272728	1.0386648699077434
353	353	0.0005995	0.0007269090909090909	1.2125255895064069
354	354	0.0007022	0.0008202727272727272	1.1681468631055643
355	355	0.0006998	0.0007270909090909091	1.0389981553171037
356	356	0.0007009000000000001	0.0007279090909090909	1.0385348707505933
357	357	0.0006998000000000001	0.0007270909090909092	1.0389981553171037
358	358	0.0006972	0.0008151818181818181	1.1692223439211389
359	359	0.0007989	0.0008171818181818182	1.0228837378668398
360	360	0.0006991	0.000816909090909091	1.168515363909442
361	361	0.0004982000000000001	0.0005435454545454545	1.0910185759643807
362	362	0.0008007	0.000818818181818182	1.022627927835871
363	363	0.0008002	0.000818909090909091	1.023380518506737
364	364	0.0005989000000000001	0.0007268181818181819	1.213588548702925
365	365	0.0005984	0.0006342727272727272	1.059947739426349
366	366	0.0006002000000000001	0.0006365454545454546	1.0605555723849627
367	367	0.0006997	0.0007270909090909091	1.039146647264412
368	368	0.0009014000000000001	0.0010012727272727274	1.1107973455432962
369	369	0.0004996	0.0005456363636363637	1.09214644442827
370	370	0.000701	0.0007286363636363637	1.0394241991959539
371	371	0.0009207	0.0009285454545454546	1.0085211844742636
372	372	0.0005002	0.0006366363636363636	1.2727636218239977
373	373	0.00040080000000000004	0.0005462727272727273	1.36295590636908
374	374	0.0006793000000000001	0.0007080000000000001	1.0422493743559547
375	375	0.0010004	0.0010003636363636363	0.9999636509032749
376	376	0.0010000000000000002	0.0010000000000000002	1.0
377	377	0.0009877	0.0009823636363636363	0.9945971816985282
378	378	0.0010010000000000004	0.0010009090909090911	0.9999091817273634
379	379	0.0	0.00018245454545454546	inf
380	380	0.0009994000000000003	0.000998909090909091	0.9995087961868029
381	381	0.0002001	0.00036372727272727273	1.8177274998864204
382	382	0.0009995000000000002	0.0010904545454545457	1.0910000454772841
383	383	0.0005488	0.0005898181818181818	1.0747415849456665
384	384	0.0009211	0.0009282727272727273	1.0077871319864589
385	385	0.0006990000000000001	0.0007263636363636364	1.0391468331382494
386	386	0.0006009	0.0007280909090909091	1.211667347463653
387	387	0.0006994	0.0008176363636363637	1.1690539943328049
388	388	0.0006995	0.0007268181818181819	1.0390538696471505
389	389	0.0007995999999999999	0.0008178181818181818	1.0227841193323937
390	390	0.0005001000000000001	0.0006365454545454546	1.2728363418225446
391	391	0.0006000000000000001	0.0007272727272727273	1.2121212121212122
392	392	0.0009000000000000001	0.0009090909090909093	1.0101010101010102
393	393	0.0008	0.0009090909090909091	1.1363636363636362
394	394	0.0007	0.0007272727272727273	1.038961038961039
395	395	0.0008	0.0009090909090909091	1.1363636363636362
396	396	0.0007002	0.0008184545454545455	1.1688868115603335
397	397	0.0007003000000000001	0.0007275454545454546	1.0389054041774304
398	398	0.0006003	0.0006367272727272727	1.0606817803219601
399	399	0.0005962000000000001	0.0006787272727272728	1.1384221280229332
400	400	0.0007002	0.0008184545454545455	1.1688868115603335
401	401	0.0009003	0.0009093636363636365	1.010067351286945
402	402	0.0007001	0.0008182727272727273	1.1687940683798417
403	403	0.0007001	0.0007273636363636364	1.0389424887353755
404	404	0.0008001000000000001	0.0009092727272727273	1.136448852984286
405	405	0.0008001000000000001	0.0008182727272727275	1.0227130699571645
406	406	0.0006999	0.0007271818181818181	1.038979594487524
407	407	0.0007	0.0008182727272727273	1.168961038961039
408	408	0.0008015999999999999	0.0008196363636363636	1.0225004536381783
409	409	0.0007986	0.000816909090909091	1.0229264849850876
410	410	0.0007987000000000001	0.0008170000000000001	1.0229122323776136
411	411	0.0006962	0.0007239090909090909	1.0398004753075136
412	412	0.0007003000000000001	0.0007275454545454546	1.0389054041774304
413	413	0.0008001	0.0009099090909090908	1.1372442081103498
414	414	0.0009003	0.0010002727272727273	1.1110437934829804
415	415	0.0010015	0.0010014545454545454	0.999954613534244
416	416	0.0006988000000000001	0.000817090909090909	1.1692772024769733
417	417	0.0008011000000000001	0.0008192727272727274	1.0226847176042033
418	418	0.0009017000000000001	0.0010015454545454546	1.1107302368253904
419	419	0.0010008000000000003	0.0010008181818181821	1.0000181672843544
420	420	0.0008029	0.0008208181818181817	1.0223168287684417
421	421	0.000801	0.0008197272727272728	1.0233798660764954
422	422	0.0007001	0.000818909090909091	1.1697030294373532
423	423	0.0008	0.0008181818181818183	1.0227272727272727
424	424	0.0008965	0.000905909090909091	1.0104953607463367
425	425	0.0008973000000000002	0.0009066363636363639	1.0104049522304288
426	426	0.0008005	0.0008186363636363635	1.0226562943614785
427	427	0.0009007999999999999	0.0009098181818181818	1.0100113030841273
428	428	0.0006005	0.0006357272727272727	1.0586632351828023
429	429	0.0005987	0.0007260909090909092	1.2127792034256042
430	430	0.0008097	0.0009179090909090909	1.133640966912549
431	431	0.0008985	0.0009987272727272727	1.11154955228411
432	432	0.0008012999999999999	0.0008182727272727272	1.0211814891710063
433	433	0.0006006999999999999	0.0007279999999999999	1.2119194273347762
434	434	0.0009997	0.001090727272727273	1.091054589104004
435	435	0.0004988	0.0006352727272727273	1.2736020995844572
436	436	0.0010006000000000001	0.0010005454545454547	0.9999454872531027
437	437	0.0007987000000000001	0.0009068181818181819	1.1353676997848778
438	438	0.000906	0.0009226363636363636	1.0183624322697171
439	439	0.0008777	0.0009797272727272727	1.116243901933773
440	440	0.0007049000000000001	0.0007317272727272728	1.0380582674525078
441	441	0.0008026999999999999	0.0009115454545454545	1.1355991709797615
442	442	0.0007995000000000001	0.0009085454545454545	1.1363920632213313
443	443	0.0008996000000000001	0.0009997272727272728	1.111301992804883
444	444	0.0007980000000000001	0.0009076363636363638	1.1373889268626112
445	445	0.0008756999999999999	0.0009789999999999998	1.1179627726390315
446	446	0.0008996000000000001	0.0009996363636363638	1.1112009377905332
447	447	0.0007995999999999999	0.0009087272727272727	1.136477329573878
448	448	0.0009005000000000003	0.0010015454545454548	1.1122103881681893
449	449	0.0008092	0.0009175454545454546	1.1338920594975959
450	450	0.0008012	0.0008193636363636364	1.022670539645078
451	451	0.0006985	0.0008176363636363637	1.1705602915338063
452	452	0.0007931	0.000811909090909091	1.0237159133893468
453	453	0.0008942	0.000994818181818182	1.1125231288505726
454	454	0.0008967000000000003	0.0009970000000000003	1.1118545778967324
455	455	0.0007994000000000001	0.0009085454545454546	1.1365342188459526
456	456	0.0007954000000000001	0.0008140909090909092	1.023498754200288
457	457	0.0007984000000000001	0.0009077272727272728	1.1369329568227364
458	458	0.0007006	0.0007278181818181818	1.0388498170399398
459	459	0.0008015000000000001	0.0009105454545454546	1.1360517212045596
460	460	0.0008012	0.0009098181818181818	1.135569373212908
461	461	0.0009039000000000002	0.0009126363636363638	1.0096651882247634
462	462	0.0009008999999999999	0.0010009090909090907	1.1110102019192927
463	463	0.0009000000000000001	0.001	1.111111111111111
464	464	0.0009001000000000002	0.0010002727272727275	1.111290664673622
465	465	0.0008	0.0008181818181818183	1.0227272727272727
466	466	0.0007002	0.0008184545454545455	1.1688868115603335
467	467	0.0009000000000000001	0.001	1.111111111111111
468	468	0.0009032000000000002	0.0010030000000000002	1.1104960141718334
469	469	0.0006989	0.0008171818181818182	1.1692399745053916
470	470	0.0008971	0.0009974545454545453	1.1118655060244624
471	471	0.0009031000000000001	0.001002818181818182	1.1104176523288471
472	472	0.0009001000000000002	0.0010001818181818182	1.1111896657947093
473	473	0.0007005000000000001	0.000817909090909091	1.1676075530465253
474	474	0.0009006	0.0010007272727272727	1.1111784063149819
475	475	0.0007991	0.0009071818181818182	1.135254433965484
476	476	0.0010009000000000003	0.0010917272727272729	1.0907456016857553
477	477	0.0008946	0.000995090909090909	1.1123305489502673
478	478	0.0008990000000000002	0.0009990909090909093	1.1113358276873293
479	479	0.0007995999999999999	0.0009088181818181818	1.1365910227841194
480	480	0.0009986	0.001090090909090909	1.0916191759372211
481	481	0.0008882000000000001	0.0009892727272727273	1.1137950093140365
482	482	0.0009962999999999999	0.0010887272727272727	1.0927705236648326
483	483	0.0009991	0.0010896363636363636	1.0906179197641515
484	484	0.0009017000000000001	0.0010004545454545455	1.1095204008589834
485	485	0.0009025999999999999	0.0010023636363636363	1.1105291783332998
486	486	0.000898	0.0009981818181818182	1.1115610447459
487	487	0.0009002000000000001	0.0010001818181818182	1.1110662277069743
488	488	0.0009005000000000003	0.0010005454545454547	1.1110998939982837
489	489	0.0009813	0.0010739090909090909	1.0943738825120664
